timestamp,SettlementPoint,SettlementPointPrice
2025-12-04 12:00:00,HB_NORTH,55.14
2025-12-04 12:00:00,HB_SOUTH,59.21
2025-12-04 12:00:00,HB_WEST,58.65
2025-12-04 12:00:00,LZ_HOUSTON,47.71
2025-12-04 12:00:00,LZ_NORTH,56.11
2025-12-04 12:00:00,LZ_WEST,61.67
2025-12-04 13:00:00,HB_HOUSTON,48.48
2025-12-04 13:00:00,HB_SOUTH,58.5
2025-12-04 13:00:00,HB_WEST,59.61
2025-12-04 13:00:00,LZ_HOUSTON,48.21
2025-12-04 13:00:00,LZ_NORTH,57.0
2025-12-04 13:00:00,LZ_SOUTH,56.89
2025-12-04 13:00:00,LZ_WEST,62.89
2025-12-04 13:00:00,HB_NORTH,54.89
2025-12-04 14:00:00,LZ_WEST,64.59
2025-12-04 14:00:00,LZ_NORTH,58.28
2025-12-04 14:00:00,LZ_HOUSTON,46.58
2025-12-04 14:00:00,LZ_SOUTH,53.04
2025-12-04 14:00:00,HB_SOUTH,58.61
2025-12-04 14:00:00,HB_NORTH,56.47
2025-12-04 14:00:00,HB_HOUSTON,46.98
2025-12-04 14:00:00,HB_WEST,61.55
2025-12-04 15:00:00,HB_HOUSTON,47.2
2025-12-04 15:00:00,HB_NORTH,58.16
2025-12-04 15:00:00,HB_SOUTH,58.71
2025-12-04 15:00:00,HB_WEST,64.01
2025-12-04 15:00:00,LZ_HOUSTON,46.77
2025-12-04 15:00:00,LZ_NORTH,58.97
2025-12-04 15:00:00,LZ_SOUTH,48.58
2025-12-04 15:00:00,LZ_WEST,67.45
2025-12-04 16:00:00,LZ_SOUTH,51.25
2025-12-04 16:00:00,LZ_WEST,81.48
2025-12-04 16:00:00,LZ_NORTH,69.51
2025-12-04 16:00:00,HB_SOUTH,67.28
2025-12-04 16:00:00,HB_WEST,76.71
2025-12-04 16:00:00,HB_HOUSTON,51.46
2025-12-04 16:00:00,HB_NORTH,68.41
2025-12-04 16:00:00,LZ_HOUSTON,50.78
2025-12-04 17:00:00,HB_HOUSTON,53.98
2025-12-04 17:00:00,HB_NORTH,76.26
2025-12-04 17:00:00,HB_SOUTH,78.6
2025-12-04 17:00:00,HB_WEST,89.15
2025-12-04 17:00:00,LZ_HOUSTON,53.07
2025-12-04 17:00:00,LZ_NORTH,79.03
2025-12-04 17:00:00,LZ_SOUTH,57.61
2025-12-04 17:00:00,LZ_WEST,95.12
2025-12-04 18:00:00,LZ_WEST,133.37
2025-12-04 18:00:00,LZ_SOUTH,78.92
2025-12-04 18:00:00,LZ_NORTH,105.51
2025-12-04 18:00:00,HB_HOUSTON,66.73
2025-12-04 18:00:00,HB_WEST,123.68
2025-12-04 18:00:00,HB_SOUTH,107.18
2025-12-04 18:00:00,HB_NORTH,102.42
2025-12-04 18:00:00,LZ_HOUSTON,65.3
2025-12-04 19:00:00,LZ_WEST,138.86
2025-12-04 19:00:00,LZ_SOUTH,74.87
2025-12-04 19:00:00,LZ_NORTH,104.49
2025-12-04 19:00:00,HB_NORTH,101.05
2025-12-04 19:00:00,HB_WEST,126.82
2025-12-04 19:00:00,HB_SOUTH,104.4
