timestamp,SettlementPoint,SettlementPointPrice
2025-12-04 19:00:00,HB_HOUSTON,59.82
2025-12-04 19:00:00,LZ_HOUSTON,58.03
2025-12-04 20:00:00,HB_HOUSTON,63.41
2025-12-04 20:00:00,HB_NORTH,106.64
2025-12-04 20:00:00,HB_SOUTH,117.45
2025-12-04 20:00:00,HB_WEST,132.7
2025-12-04 20:00:00,LZ_HOUSTON,61.53
2025-12-04 20:00:00,LZ_NORTH,110.14
2025-12-04 20:00:00,LZ_SOUTH,88.31
2025-12-04 20:00:00,LZ_WEST,145.43
2025-12-04 21:00:00,LZ_WEST,144.75
2025-12-04 21:00:00,LZ_SOUTH,91.39
2025-12-04 21:00:00,LZ_NORTH,106.55
2025-12-04 21:00:00,HB_HOUSTON,61.26
2025-12-04 21:00:00,HB_WEST,130.86
2025-12-04 21:00:00,HB_SOUTH,118.8
2025-12-04 21:00:00,HB_NORTH,103.05
2025-12-04 21:00:00,LZ_HOUSTON,59.38
2025-12-04 22:00:00,LZ_WEST,144.02
2025-12-04 22:00:00,LZ_SOUTH,93.97
2025-12-04 22:00:00,LZ_NORTH,101.62
2025-12-04 22:00:00,HB_SOUTH,116.9
2025-12-04 22:00:00,HB_WEST,128.42
2025-12-04 22:00:00,HB_NORTH,100.14
2025-12-04 22:00:00,HB_HOUSTON,59.93
2025-12-04 22:00:00,LZ_HOUSTON,58.14
2025-12-04 23:00:00,LZ_WEST,134.37
2025-12-04 23:00:00,LZ_NORTH,99.66
2025-12-04 23:00:00,LZ_HOUSTON,59.98
2025-12-04 23:00:00,LZ_SOUTH,92.59
2025-12-04 23:00:00,HB_SOUTH,112.88
2025-12-04 23:00:00,HB_NORTH,98.89
2025-12-04 23:00:00,HB_HOUSTON,61.71
2025-12-04 23:00:00,HB_WEST,121.73
2025-12-05 00:00:00,HB_HOUSTON,57.77
2025-12-05 00:00:00,HB_NORTH,79.94
2025-12-05 00:00:00,HB_SOUTH,86.29
2025-12-05 00:00:00,HB_WEST,101.25
2025-12-05 00:00:00,LZ_HOUSTON,56.67
2025-12-05 00:00:00,LZ_NORTH,80.38
2025-12-05 00:00:00,LZ_SOUTH,74.06
2025-12-05 00:00:00,LZ_WEST,113.72
